Client_IP,Server_IP,Timestamp,TCP_Sequence_Number,TCP_Retranmission_Count,TCP_Flag_Info,RLC_Timestamp(first_mapped),RLC_Sequence_Number_and_Retransmission_Count,HTTP_Type,Note
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.435,180858861,0,ACK,2013 Sep 13  01:05:530.333,114:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.435,114794865,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.438,114794991,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.439,114795117,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.445,114795243,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.460,114795369,0,ACK,2013 Sep 13  01:05:530.445,157:0/158:0/159:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.460,114795495,0,ACK/PSH,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.460,114795621,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.460,114795713,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.461,114795839,0,ACK/PSH,2013 Sep 13  01:00:120.146,107:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.461,16788217,0,ACK,2013 Sep 13  01:05:530.333,114:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.463,180858861,0,ACK/PSH,2013 Sep 13  01:05:530.460,172:0/173:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.473,229410928,0,ACK,2013 Sep 13  01:05:530.333,114:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.483,16788217,0,ACK/PSH,2013 Sep 13  01:03:570.586,505:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.523,114795879,0,ACK/FIN,2013 Sep 13  01:05:530.473,174:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.523,229410928,0,ACK/PSH,2013 Sep 13  01:03:570.586,505:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.553,621660,0,ACK,2013 Sep 13  01:05:530.523,178:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.615,621660,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.615,621786,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.618,621912,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.619,622038,0,ACK,2013 Sep 13  01:05:530.618,188:0/189:0/190:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.619,622164,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.625,622290,0,ACK/PSH,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.625,622416,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.628,622509,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.629,622635,0,ACK,2013 Sep 13  01:05:530.628,200:0/201:0/202:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.630,622761,0,ACK,2013 Sep 13  01:05:530.628,202:0/203:0/204:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.630,622887,0,ACK/PSH,2013 Sep 13  01:05:530.629,204:0/205:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.645,622918,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.805,196459035,0,ACK,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.805,196459035,0,ACK/PSH,2013 Sep 13  01:05:530.629,204:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.805,623044,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.819,623170,0,ACK,2013 Sep 13  01:05:530.615,183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.820,623296,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.820,623422,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.820,623548,0,ACK/PSH,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.820,623674,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.823,623800,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.825,623926,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.825,624052,0,ACK,2013 Sep 13  01:05:530.819,217:0/218:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.828,624178,0,ACK/PSH,2013 Sep 13  01:05:530.825,227:0/228:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.829,624304,0,ACK,2013 Sep 13  01:05:530.828,230:0/231:0/232:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.830,624430,0,ACK/PSH,2013 Sep 13  01:05:530.828,232:0/233:0/234:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.835,624556,0,ACK,2013 Sep 13  01:05:530.825,228:0/229:0/230:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.835,624682,0,ACK,2013 Sep 13  01:05:530.825,228:0/229:0/230:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.835,624808,0,ACK,2013 Sep 13  01:05:530.825,228:0/229:0/230:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.836,624934,0,ACK,2013 Sep 13  01:05:530.835,239:0/240:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.838,625060,0,ACK,2013 Sep 13  01:05:530.836,242:0/243:0/244:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.845,625186,0,ACK/PSH,2013 Sep 13  01:05:530.835,240:0/241:0/242:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.848,625312,0,ACK,2013 Sep 13  01:05:530.835,240:0/241:0/242:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.849,625438,0,ACK,2013 Sep 13  01:05:530.848,249:0/250:0/251:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.850,625564,0,ACK,2013 Sep 13  01:05:530.835,240:0/241:0/242:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.850,625690,0,ACK,2013 Sep 13  01:05:530.835,240:0/241:0/242:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.855,625816,0,ACK,2013 Sep 13  01:05:530.848,251:0/252:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.858,625942,0,ACK,2013 Sep 13  01:05:530.855,256:0/257:0/258:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.873,39556733,0,ACK,2013 Sep 13  01:05:530.805,210:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.885,39556733,0,ACK,2013 Sep 13  01:05:530.855,255:0/256:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.885,39556859,0,ACK,2013 Sep 13  01:05:530.855,255:0/256:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.888,39556985,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.889,626068,0,ACK/PSH,2013 Sep 13  01:05:530.888,266:0/267:0/268:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.890,626194,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.891,626320,0,ACK/PSH,2013 Sep 13  01:05:530.890,270:0/271:0/272:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.895,626446,0,ACK/PSH,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.898,626572,0,ACK/PSH,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.899,626698,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.900,626824,0,ACK,2013 Sep 13  01:05:530.899,279:0/280:0/281:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.900,626950,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.903,627076,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.905,627202,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.908,627328,0,ACK/PSH,2013 Sep 13  01:05:530.905,288:0/289:0/290:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.908,627454,0,ACK,2013 Sep 13  01:05:530.885,261:0/262:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.910,627580,0,ACK,2013 Sep 13  01:05:530.909,294:0/295:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.910,627706,0,ACK,2013 Sep 13  01:05:530.909,294:0/295:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.910,627832,0,ACK,2013 Sep 13  01:05:530.909,294:0/295:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.915,627958,0,ACK,2013 Sep 13  01:05:530.909,294:0/295:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:530.916,628084,0,ACK/PSH,2013 Sep 13  01:05:530.915,301:0/302:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:540.125,229410946,0,ACK,2013 Sep 13  01:05:540.023,307:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:540.155,229410946,0,ACK/PSH,2013 Sep 13  01:03:190.339,381:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.124,180858878,0,ACK/FIN,2013 Sep 13  01:05:570.123,925:0/926:0/927:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.133,16788235,0,ACK/FIN,2013 Sep 13  01:05:570.123,925:0/926:0/927:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.134,196459048,0,ACK/FIN,2013 Sep 13  01:05:570.133,928:0/929:0/930:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.134,39557107,0,ACK/FIN,2013 Sep 13  01:05:570.133,928:0/929:0/930:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.134,628122,0,ACK/FIN,2013 Sep 13  01:05:570.133,928:0/929:0/930:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.134,229410964,0,ACK/FIN,2013 Sep 13  01:05:570.133,928:0/929:0/930:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.913,194369850,0,ACK/SYN,2013 Sep 13  01:05:570.713,955:0/956:0/957:0/958:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:570.973,194369850,0,ACK,2013 Sep 13  01:05:570.803,957:0/958:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:580.033,194369850,0,ACK/PSH,2013 Sep 13  01:03:570.586,505:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:580.893,194369868,0,ACK,2013 Sep 13  01:05:570.973,964:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:05:580.923,194369868,0,ACK/PSH,2013 Sep 13  01:05:530.523,178:0/179:0/180:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:010.124,194369886,0,ACK/FIN,2013 Sep 13  01:06:010.123,972:0/973:0/974:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:020.483,383660191,0,ACK/SYN,2013 Sep 13  01:06:020.473,1014:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:020.663,203152549,0,ACK/SYN,2013 Sep 13  01:06:020.643,1026:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:030.283,383660191,0,ACK,2013 Sep 13  01:06:030.113,1035:0/1036:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:030.343,383660191,0,ACK/PSH,2013 Sep 13  01:05:580.033,965:0/966:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:050.783,203152549,0,ACK/FIN,2013 Sep 13  01:06:040.613,1082:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:06:060.413,383660209,0,ACK/FIN,2013 Sep 13  01:06:060.393,1104:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:050.905,272116735,0,ACK/SYN,2013 Sep 13  01:12:050.835,134:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:050.975,272116735,0,ACK,2013 Sep 13  01:12:050.885,138:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:050.985,272116735,0,ACK,2013 Sep 13  01:12:050.975,143:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.225,272116735,0,ACK,2013 Sep 13  01:12:050.725,126:0/127:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.226,272116861,0,ACK,2013 Sep 13  01:12:050.725,126:0/127:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.228,272116987,0,ACK,2013 Sep 13  01:12:060.226,161:0/162:0/163:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.235,272117113,0,ACK,2013 Sep 13  01:12:050.725,126:0/127:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.235,272117239,0,ACK,2013 Sep 13  01:12:050.725,126:0/127:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.238,272117365,0,ACK/PSH,2013 Sep 13  01:12:060.235,167:0/168:0/169:0/170:0/171:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.238,272117491,0,ACK/PSH,2013 Sep 13  01:12:060.236,169:0/170:0/171:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.239,272117581,0,ACK/PSH,2013 Sep 13  01:12:060.236,170:0/171:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.255,272117596,0,ACK,2013 Sep 13  01:12:050.725,126:0/127:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.258,272117722,0,ACK/PSH,2013 Sep 13  01:12:060.255,173:0/174:0/175:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.260,272117848,0,ACK,2013 Sep 13  01:12:060.255,172:0/173:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.260,272117974,0,ACK,2013 Sep 13  01:12:060.255,172:0/173:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.275,272118100,0,ACK,2013 Sep 13  01:12:060.255,172:0/173:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.276,272118226,0,ACK,2013 Sep 13  01:12:060.275,181:0/182:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.278,272118352,0,ACK,2013 Sep 13  01:12:060.276,184:0/185:0/186:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.279,272118478,0,ACK/PSH,2013 Sep 13  01:12:060.275,182:0/183:0/184:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:060.285,272118604,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:080.825,272118678,0,ACK/FIN,2013 Sep 13  01:12:080.815,274:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.055,219852403,0,ACK/SYN,2013 Sep 13  01:12:080.875,277:0/278:0/279:0/280:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.115,219852403,0,ACK,2013 Sep 13  01:12:090.045,283:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.135,120049221,0,ACK/SYN,2013 Sep 13  01:12:090.055,286:0/287:0/288:0/289:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.346,302950987,0,ACK/SYN,2013 Sep 13  01:12:090.135,290:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.346,219852403,0,ACK/PSH,2013 Sep 13  01:12:090.315,305:0/306:0/307:0/308:0/309:0/310:0/311:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.349,120049221,0,ACK,2013 Sep 13  01:12:090.316,311:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.355,120049221,0,ACK/PSH,2013 Sep 13  01:12:090.315,305:0/306:0/307:0/308:0/309:0/310:0/311:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.395,302950987,0,ACK,2013 Sep 13  01:12:090.316,311:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:090.465,302950987,0,ACK/PSH,2013 Sep 13  01:12:090.355,318:0/319:0/320:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:110.025,219852456,0,ACK/FIN,2013 Sep 13  01:12:100.305,340:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:110.025,302951040,0,ACK/FIN,2013 Sep 13  01:12:100.305,340:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:12:110.025,120049274,0,ACK/FIN,2013 Sep 13  01:12:100.305,340:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:17:540.905,159899418,0,ACK/SYN,2013 Sep 13  01:17:540.895,42:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:17:560.275,159899418,0,ACK,2013 Sep 13  01:17:550.935,135:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:17:560.355,159899418,0,ACK/PSH,2013 Sep 13  01:15:170.858,349:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:17:590.265,159899436,0,ACK/FIN,2013 Sep 13  01:17:590.025,668:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:060.290,16580767,0,ACK/SYN,2013 Sep 13  01:22:050.670,309:0/310:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:060.410,16580767,0,ACK,2013 Sep 13  01:22:060.250,358:0/359:0/360:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:060.461,16580767,0,ACK/PSH,2013 Sep 13  01:19:090.080,207:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:090.051,16580806,0,ACK,2013 Sep 13  01:22:090.050,401:0/402:0/403:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:090.840,16580806,0,ACK,2013 Sep 13  01:22:090.590,408:0/409:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:090.881,16580806,0,ACK/PSH,2013 Sep 13  01:22:060.461,365:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:090.890,16580845,0,ACK/FIN,2013 Sep 13  01:22:090.840,410:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:22:100.130,16580806,0,ACK/PSH/FIN,2013 Sep 13  01:22:090.881,411:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:340.021,88822684,0,ACK/SYN,2013 Sep 13  01:23:330.181,194:0/195:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:340.121,88822684,0,ACK,2013 Sep 13  01:23:340.020,253:0/254:0/255:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:340.171,88822684,0,ACK/PSH,2013 Sep 13  01:23:300.004,44:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:350.511,88822724,0,ACK,2013 Sep 13  01:23:350.510,292:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:350.561,88822724,0,ACK/PSH,2013 Sep 13  01:23:340.171,259:0/260:0/261:0/262:0/263:0/264:0/265:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 13  01:23:360.673,88822763,0,ACK/FIN,2013 Sep 13  01:23:360.671,342:0/343:0/344:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:150.929,336927974,0,ACK/SYN,2013 Sep 13  01:11:150.509,215:0/216:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:160.039,336927974,0,ACK,2013 Sep 13  01:11:150.979,232:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:160.040,336927974,0,ACK,2013 Sep 13  01:11:160.039,233:0/234:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:160.050,336928100,0,ACK,2013 Sep 13  01:11:160.039,233:0/234:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:160.050,336928226,0,ACK,2013 Sep 13  01:11:160.039,233:0/234:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:160.060,336928352,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 13  01:11:190.619,336928462,0,ACK/FIN,2013 Sep 13  01:11:170.700,339:0,DATA,
21.150.255.211,50.112.143.116,2013 Sep 13  01:06:070.973,213712026,0,ACK/SYN,2013 Sep 13  01:06:060.463,1114:0/1115:0/1116:0/1117:0/1118:0/1119:0,DATA,
21.150.255.211,50.112.143.116,2013 Sep 13  01:06:090.373,213712026,0,ACK,2013 Sep 13  01:06:090.363,1142:0,DATA,
21.150.255.211,50.112.143.116,2013 Sep 13  01:06:090.523,213712026,0,ACK,2013 Sep 13  01:06:090.373,1143:0,DATA,
21.150.255.211,50.112.143.116,2013 Sep 13  01:06:090.553,213712026,0,ACK/PSH,2013 Sep 13  01:04:440.395,156:0,DATA,
21.150.255.211,50.112.143.116,2013 Sep 13  01:06:120.583,213712055,0,ACK/FIN,2013 Sep 13  01:06:100.823,1161:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.355,310937447,0,ACK/SYN,2013 Sep 13  00:54:450.078,261:0/262:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.395,172050189,0,ACK/SYN,2013 Sep 13  00:54:450.355,342:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.435,159179563,0,ACK/SYN,2013 Sep 13  00:54:450.395,343:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.505,139101305,0,ACK/SYN,2013 Sep 13  00:54:450.435,344:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.545,286306841,0,ACK/SYN,2013 Sep 13  00:54:450.505,345:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.565,61633104,0,ACK/SYN,2013 Sep 13  00:54:450.545,346:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.735,122594219,0,ACK/SYN,2013 Sep 13  00:54:450.695,350:0/351:0/352:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.745,349563848,0,ACK/SYN,2013 Sep 13  00:54:450.735,353:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.755,267640672,0,ACK/SYN,2013 Sep 13  00:54:450.745,354:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:450.855,321574537,0,ACK/SYN,2013 Sep 13  00:54:450.816,357:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.176,97779286,0,ACK/SYN,2013 Sep 13  00:54:450.855,358:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.385,310937447,0,ACK,2013 Sep 13  00:54:440.505,215:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.395,310937447,0,ACK/PSH,2013 Sep 13  00:54:450.079,284:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.575,172050189,0,ACK,2013 Sep 13  00:54:470.385,363:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.585,172050189,0,ACK/PSH,2013 Sep 13  00:54:470.395,364:0/365:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.755,159179563,0,ACK,2013 Sep 13  00:54:470.575,368:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.785,159179563,0,ACK/PSH,2013 Sep 13  00:54:470.585,369:0/370:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.975,139101305,0,ACK,2013 Sep 13  00:54:470.755,372:0/373:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:470.995,139101305,0,ACK/PSH,2013 Sep 13  00:54:470.785,374:0/375:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:480.025,267640672,0,ACK/FIN,2013 Sep 13  00:54:470.975,377:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:480.055,122594219,0,ACK,2013 Sep 13  00:54:480.025,381:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:480.055,122594219,0,ACK/FIN,2013 Sep 13  00:54:480.025,381:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 13  00:54:480.305,286306841,0,ACK,2013 Sep 13  00:54:480.085,384:0,DATA,WARNING: Non-unique Mapping
