Client_IP,Server_IP,Timestamp,TCP_Sequence_Number,TCP_Retranmission_Count,TCP_Flag_Info,RLC_Timestamp(first_mapped),RLC_Sequence_Number_and_Retransmission_Count,HTTP_Type,Note
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:130.988,362048114,0,ACK,2013 Sep 11  18:42:130.974,185:0/186:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:130.988,362048240,0,ACK,2013 Sep 11  18:42:130.974,185:0/186:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:140.024,362048366,0,ACK,2013 Sep 11  18:42:130.988,195:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:140.024,362048492,0,ACK,2013 Sep 11  18:42:130.988,195:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:140.048,362048618,0,ACK,2013 Sep 11  18:42:140.024,198:0/199:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:140.048,362048744,0,ACK,2013 Sep 11  18:42:140.024,198:0/199:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:140.048,362048870,0,ACK/PSH,2013 Sep 11  18:22:120.686,187:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:42:170.980,362048983,0,ACK/FIN,2013 Sep 11  18:42:170.971,222:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:090.885,3546628,0,ACK/SYN,2013 Sep 11  18:49:090.866,58:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:090.886,167645100,0,ACK/SYN,2013 Sep 11  18:49:090.885,61:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:090.944,3546628,0,ACK,N/A,N/A,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:090.964,167645100,0,ACK,2013 Sep 11  18:49:090.956,76:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:100.004,3546628,0,ACK/PSH,2013 Sep 11  18:49:090.944,74:0/75:0/76:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:100.024,167645100,0,ACK/PSH,2013 Sep 11  18:49:100.004,80:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:120.095,167645118,0,ACK/FIN,2013 Sep 11  18:49:110.845,557:0,DATA,
21.150.255.211,208.54.32.8,2013 Sep 11  18:49:120.095,3546646,0,ACK/FIN,2013 Sep 11  18:49:110.845,557:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:130.093,197682299,0,ACK/SYN,2013 Sep 11  17:54:070.715,106:0/107:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:140.924,197682299,0,ACK,2013 Sep 11  17:54:140.915,68:0/69:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:140.925,197682299,0,ACK,2013 Sep 11  17:54:140.915,68:0/69:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:140.925,197682425,0,ACK,2013 Sep 11  17:54:140.915,68:0/69:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:140.926,197682551,0,ACK,2013 Sep 11  17:54:140.925,85:0/86:0/87:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:140.928,197682677,0,ACK/PSH,2013 Sep 11  17:51:260.668,22:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:54:170.745,197682699,0,ACK/FIN,2013 Sep 11  17:54:150.216,200:0/201:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:330.905,271746809,0,ACK/SYN,2013 Sep 11  17:57:320.615,2:0/3:0/4:0/5:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.401,271746809,0,ACK,2013 Sep 11  17:57:340.371,135:0/136:0/137:0/138:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.403,271746809,0,ACK,2013 Sep 11  17:57:340.401,158:0/159:0/160:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.403,271746935,0,ACK,2013 Sep 11  17:57:340.401,158:0/159:0/160:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.404,271747061,0,ACK,2013 Sep 11  17:57:340.401,158:0/159:0/160:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.405,271747187,0,ACK,2013 Sep 11  17:57:340.401,158:0/159:0/160:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:340.405,271747313,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  17:57:360.865,271747421,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.450,12056589,0,ACK/SYN,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.550,12056589,0,ACK,2013 Sep 11  18:00:510.370,261:0/262:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.601,12056589,0,ACK,2013 Sep 11  18:00:510.550,296:0/297:0/298:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.603,12056715,0,ACK,2013 Sep 11  18:00:510.601,314:0/315:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.604,12056841,0,ACK,2013 Sep 11  18:00:510.603,317:0/318:0/319:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.605,12056967,0,ACK,2013 Sep 11  18:00:510.601,314:0/315:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.605,12057093,0,ACK,2013 Sep 11  18:00:510.601,314:0/315:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.606,12057219,0,ACK/PSH,2013 Sep 11  18:00:510.601,314:0/315:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:510.610,12057345,0,ACK/PSH,2013 Sep 11  17:56:240.698,561:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:00:540.810,12057394,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.571,304118131,0,ACK/SYN,2013 Sep 11  18:24:500.763,3750:0/3751:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.634,304118131,0,ACK,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.650,304118131,0,ACK,2013 Sep 11  18:24:510.271,3843:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.655,304118257,0,ACK,2013 Sep 11  18:24:510.650,3849:0/3850:0/3851:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.655,304118383,0,ACK,2013 Sep 11  18:24:510.654,3851:0/3852:0/3853:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.656,304118509,0,ACK,2013 Sep 11  18:24:510.654,3853:0/3854:0/3855:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.656,304118635,0,ACK,2013 Sep 11  18:24:510.650,3849:0/3850:0/3851:0,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:510.656,304118761,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,98.136.171.208,2013 Sep 11  18:24:540.651,304118765,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.205,269874665,0,ACK/SYN,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.205,313205714,0,ACK/SYN,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.215,92854388,0,ACK/SYN,2013 Sep 11  17:40:440.205,115:0/116:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.215,370042032,0,ACK/SYN,2013 Sep 11  17:40:440.205,115:0/116:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.216,90668893,0,ACK/SYN,2013 Sep 11  17:40:440.215,118:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.255,269874665,0,ACK,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.265,269874665,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.285,313205715,0,ACK,2013 Sep 11  17:40:440.265,120:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.285,313205715,0,ACK/PSH,2013 Sep 11  17:40:440.265,120:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.295,92854388,0,ACK,2013 Sep 11  17:40:440.275,122:0/123:0/124:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.305,370042032,0,ACK,2013 Sep 11  17:40:440.295,125:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.305,78662830,0,ACK/SYN,2013 Sep 11  17:40:440.215,118:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.325,370042032,0,ACK,2013 Sep 11  17:40:440.065,83:0/84:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.326,370042158,0,ACK,2013 Sep 11  17:40:440.325,131:0/132:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.326,370042284,0,ACK/PSH,2013 Sep 11  17:40:350.215,1:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.335,90668893,0,ACK,2013 Sep 11  17:40:440.315,129:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.365,78662830,0,ACK,2013 Sep 11  17:40:440.315,129:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.365,78662830,0,ACK,2013 Sep 11  17:40:440.325,131:0/132:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.366,78662956,0,ACK,2013 Sep 11  17:40:440.365,138:0/139:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.369,78663082,0,ACK,2013 Sep 11  17:40:440.365,139:0/140:0/141:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.369,78663208,0,ACK,2013 Sep 11  17:40:440.365,139:0/140:0/141:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.370,78663334,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.410,90668893,0,ACK/PSH,2013 Sep 11  17:40:440.285,123:0/124:0/125:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.410,92854388,0,ACK/PSH,2013 Sep 11  17:40:440.409,148:0/149:0/150:0/151:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.426,370042299,0,ACK,2013 Sep 11  17:40:440.365,139:0/140:0/141:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.426,370042425,0,ACK,2013 Sep 11  17:40:440.365,139:0/140:0/141:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.429,370042551,0,ACK,2013 Sep 11  17:40:440.425,152:0/153:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.430,370042677,0,ACK,2013 Sep 11  17:40:440.425,152:0/153:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.431,370042803,0,ACK,2013 Sep 11  17:40:440.430,159:0/160:0/161:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.431,370042929,0,ACK/PSH,2013 Sep 11  17:37:090.330,76:0/77:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.455,78663440,0,ACK/FIN,2013 Sep 11  17:40:440.365,138:0/139:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.505,313205743,0,ACK,2013 Sep 11  17:40:440.425,152:0/153:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.506,313205869,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.509,313205995,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.509,313206121,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.510,313206247,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.511,313206373,0,ACK/PSH,2013 Sep 11  17:40:440.510,172:0/173:0/174:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.515,313206499,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.515,313206625,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.515,313206639,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.516,313206765,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.518,313206891,0,ACK/PSH,2013 Sep 11  17:40:430.405,12:0/12:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.518,269874694,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.519,269874820,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.520,269874946,0,ACK,2013 Sep 11  17:40:440.519,185:0/186:0/187:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.520,269875072,0,ACK,2013 Sep 11  17:40:440.519,187:0/188:0/189:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.525,269875198,0,ACK,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.526,269875324,0,ACK/PSH,2013 Sep 11  17:40:440.505,163:0/164:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.529,269875450,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.529,269875569,0,ACK,2013 Sep 11  17:40:440.525,192:0/193:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.530,269875695,0,ACK,2013 Sep 11  17:40:440.525,192:0/193:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.531,269875821,0,ACK,2013 Sep 11  17:40:440.530,199:0/200:0/201:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.533,269875947,0,ACK,2013 Sep 11  17:40:440.525,192:0/193:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.535,269876073,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.535,370042937,0,ACK,2013 Sep 11  17:40:440.525,192:0/193:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.535,370043063,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.569,269876158,0,ACK,2013 Sep 11  17:40:440.525,192:0/193:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.571,269876284,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.575,269876410,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.575,269876536,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.591,269876662,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.591,269876788,0,ACK/PSH,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.593,269876914,0,ACK,2013 Sep 11  17:40:440.591,220:0/221:0/222:0/223:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.593,269877040,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.593,269877166,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.593,269877292,0,ACK,2013 Sep 11  17:40:440.569,209:0/210:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.594,269877418,0,ACK,2013 Sep 11  17:40:440.593,228:0/229:0/230:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.594,269877544,0,ACK,2013 Sep 11  17:40:440.593,230:0/231:0/232:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.594,269877670,0,ACK/PSH,2013 Sep 11  17:40:440.593,232:0/233:0/234:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.594,269877796,0,ACK,2013 Sep 11  17:40:440.593,234:0/235:0/236:0/237:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.594,269877922,0,ACK,2013 Sep 11  17:40:440.593,237:0/238:0/239:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.599,269878048,0,ACK,2013 Sep 11  17:40:440.593,226:0/227:0/228:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.599,269878174,0,ACK,2013 Sep 11  17:40:440.593,226:0/227:0/228:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.599,269878300,0,ACK,2013 Sep 11  17:40:440.593,226:0/227:0/228:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.613,269878426,0,ACK/PSH,2013 Sep 11  17:40:440.599,243:0/244:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.619,269878552,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.619,269878678,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.620,269878804,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.620,269878930,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.620,269879056,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.641,269879182,0,ACK,2013 Sep 11  17:40:440.620,259:0/260:0/261:0/262:0/263:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.643,269879308,0,ACK/PSH,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.819,269879434,0,ACK,2013 Sep 11  17:40:440.599,244:0/245:0/246:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:440.819,269879560,0,ACK/PSH,2013 Sep 11  17:38:330.534,233:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.126,269879591,0,ACK,2013 Sep 11  17:40:440.819,267:0/268:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.128,269879717,0,ACK,2013 Sep 11  17:40:450.126,273:0/274:0/275:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.129,269879843,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.131,269879969,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.133,269880095,0,ACK,2013 Sep 11  17:40:450.131,279:0/280:0/281:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.134,269880221,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.134,269880347,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.135,269880473,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.149,269880487,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.151,269880613,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.151,269880739,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.153,269880849,0,ACK,2013 Sep 11  17:40:450.151,292:0/293:0/294:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.153,269880975,0,ACK/PSH,2013 Sep 11  17:40:450.151,294:0/295:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.966,269881051,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.966,269881177,0,ACK,2013 Sep 11  17:40:450.125,272:0/273:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.969,269881303,0,ACK,2013 Sep 11  17:40:450.965,305:0/306:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.971,269881429,0,ACK,2013 Sep 11  17:40:450.965,305:0/306:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:450.973,269881555,0,ACK/PSH,2013 Sep 11  17:40:450.971,312:0/313:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.316,269881671,0,ACK,2013 Sep 11  17:40:450.965,305:0/306:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.320,269881797,0,ACK,2013 Sep 11  17:40:460.315,323:0/324:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.320,269881923,0,ACK,2013 Sep 11  17:40:460.315,323:0/324:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.321,269882049,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.326,269882175,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.329,269882301,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.333,269882427,0,ACK/PSH,2013 Sep 11  17:40:460.329,335:0/336:0/337:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.334,269882546,0,ACK,2013 Sep 11  17:40:460.331,337:0/338:0/339:0/340:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.334,269882672,0,ACK/PSH,2013 Sep 11  17:40:460.333,339:0/340:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.335,269882715,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.336,269882841,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.338,269882967,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.339,269883093,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.340,370043069,0,ACK,2013 Sep 11  17:40:460.316,324:0/325:0/326:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.346,370043195,0,ACK,2013 Sep 11  17:40:460.339,349:0/350:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.346,370043321,0,ACK,2013 Sep 11  17:40:460.339,349:0/350:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.376,269883219,0,ACK,2013 Sep 11  17:40:460.339,349:0/350:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.379,269883345,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.379,269883471,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.381,269883597,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.381,269883723,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.386,269883849,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.386,269883975,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.389,269884101,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.394,269884227,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.395,269884353,0,ACK,2013 Sep 11  17:40:460.394,375:0/376:0/377:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.396,269884479,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.398,269884605,0,ACK,2013 Sep 11  17:40:460.396,379:0/380:0/381:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.399,269884731,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.400,269884857,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.401,269884983,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.406,269885109,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.406,269885235,0,ACK,2013 Sep 11  17:40:460.375,358:0/359:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.409,269885361,0,ACK,2013 Sep 11  17:40:460.406,389:0/390:0,DATA,
21.150.255.211,216.115.100.103,2013 Sep 11  17:40:460.409,269885487,0,ACK,2013 Sep 11  17:40:460.406,389:0/390:0,DATA,
